666 110723
61 419 10520
572 600 2358
350 417 560
53 244 9362
392 470 4119
256 657 14801
149 422 1502
4 391 7383
252 253 310
264 480 7797
506 563 5712
272 386 1370
19 103 9085
234 449 5733
127 630 17979
310 463 1585
487 634 9084
302 466 5636
39 171 8497
587 656 5564
142 389 2808
139 510 6936
125 632 18611
24 72 3333
41 53 2639
179 257 4226
77 553 14616
469 587 5739
472 632 5406
6 596 11153
354 531 5422
1 586 10322
96 198 11393
52 160 13399
191 321 5726
48 120 7656
99 105 2221
111 129 3078
375 590 12089
50 471 11989
54 225 15176
426 554 6197
284 546 8281
71 154 11288
84 587 18261
106 626 17105
186 252 4018
224 569 10111
518 659 13274
83 300 7563
439 499 3056
14 557 13315
249 401 1886
54 137 5551
268 467 5796
135 310 9526
87 344 8337
9 337 7009
402 592 11772
303 570 10295
137 295 9060
52 260 9215
155 165 2458
208 619 11660
255 457 3344
455 597 8181
317 452 2249
353 483 7993
203 565 6909
10 316 6003
237 590 13395
535 537 555
136 175 5573
248 657 15149
53 93 3926
291 660 13534
228 545 9632
410 631 8760
229 298 9907
575 648 8636
480 610 3870
41 272 6693
115 124 2930
175 607 13132
182 659 15550
311 653 13981
376 587 10611
77 130 4847
409 534 4738
287 403 1428
371 594 11446
239 654 17951
289 458 3546
487 660 15605
348 503 4053
526 660 14980
41 302 5522
272 520 3584
429 620 7788
487 591 10529
316 480 5943
419 598 8913
27 485 9532
187 600 12093
132 578 15439
177 642 15155
193 423 5229
165 524 2501
2 135 10611
34 555 14923
31 70 3729
4 189 12396
20 71 5378
186 361 4472
185 289 4595
199 568 8529
170 409 3919
31 406 8231
318 343 760
171 367 4473
583 622 5016
451 661 15369
225 662 14831
235 238 349
30 610 10938
544 564 1665
382 536 4980
161 383 3396
125 318 10363
348 656 14489
75 307 6589
216 517 7737
3 77 7691
273 652 16868
173 518 6438
543 607 3339
156 421 1996
85 592 19254
354 560 7057
483 618 1175
574 634 3716
141 602 9673
397 601 6298
168 317 5522
303 557 8982
334 424 1414
529 585 7731
94 402 10663
279 554 7713
65 622 12984
423 467 5336
182 248 3337
555 633 5515
312 590 10721
25 393 9443
114 419 11730
243 410 1895
215 436 10420
512 551 3040
166 333 4397
142 648 18743
60 553 16075
474 517 4992
470 483 5088
400 585 12330
223 481 12891
61 303 8635
523 544 3451
395 414 854
561 650 11291
51 372 7939
305 482 7817
127 193 7171
41 91 4378
29 324 6770
8 215 15451
272 426 1375
335 363 692
444 613 7480
64 563 15289
573 662 12555
506 664 16799
262 489 2553
154 557 5602
267 634 10141
320 611 8203
28 567 13757
260 369 870
46 119 8046
170 611 12057
373 424 867
10 158 10462
157 264 3442
18 616 8759
213 467 9632
377 470 4670
364 400 444
156 210 5000
0 392 4184
5 199 14118
427 545 5750
216 415 7389
111 348 11685
172 202 6110
196 422 5577
87 266 7817
31 305 6402
246 316 2725
53 320 8975
136 157 10316
90 285 8420
213 627 12031
328 434 2354
267 514 4539
134 288 7180
95 459 12980
438 607 7434
85 568 16445
231 572 6628
287 351 722
37 185 10167
226 266 9335
371 389 964
208 308 10672
181 234 3706
252 369 1212
301 369 2174
524 526 582
297 512 5442
236 304 1364
285 387 1814
516 625 8249
9 187 11047
237 333 2042
160 598 8527
122 537 13141
417 596 10515
396 503 3818
162 477 9410
127 558 14313
470 508 3563
99 346 10639
38 400 7696
376 437 2874
344 409 1096
168 481 12129
329 366 692
32 75 2916
286 578 10779
234 556 10516
210 367 7228
242 455 3387
174 532 9295
393 548 6108
162 204 2683
37 460 9962
183 187 629
149 357 1397
19 160 12385
168 173 544
170 462 6852
495 532 3500
99 638 15074
415 546 6111
554 558 697
21 566 12167
313 437 911
104 211 9996
499 638 12660
210 590 9988
255 506 4725
112 400 11747
420 499 2005
291 328 738
185 399 4410
338 652 16793
296 621 8646
20 170 11155
16 282 4957
72 560 14341
456 555 5156
183 339 4367
522 609 6211
178 480 12352
115 561 17794
45 201 11579
106 608 18369
181 574 11171
369 530 4642
145 293 1986
565 655 8707
145 544 8300
5 152 9987
87 474 13022
535 665 13382
174 312 6972
197 411 5155
439 636 11700
341 462 3469
12 59 3254
295 371 1250
88 432 9873
51 523 11573
242 659 12965
4 486 8863
494 632 8108
170 307 5453
155 326 3191
28 166 9081
29 316 6031
173 551 9935
443 564 7111
429 506 3395
28 552 14436
76 424 8975
51 494 10357
266 468 5162
132 582 16351
171 173 716
315 534 4815
7 231 15466
81 635 16083
353 624 9031
332 656 14711
8 461 7844
372 447 2181
390 664 14876
262 472 5147
72 408 8957
255 404 1057
76 615 13543
530 545 1824
166 453 5581
112 125 1620
269 648 18923
310 335 2086
579 628 5439
49 298 6571
107 435 13937
65 457 11684
178 430 4266
61 168 8832
7 533 10831
240 513 4952
42 550 12921
237 463 5321
453 618 6633
404 633 8967
186 360 4434
74 492 10795
401 505 4701
90 471 13689
37 623 9451
174 361 4637
4 141 8860
483 521 6711
77 327 7822
326 358 721
27 633 10506
39 430 9005
593 665 9389
427 437 2690
69 344 9220
294 304 312
115 433 12320
83 365 7711
3 518 9121
248 410 1881
103 234 7637
281 603 7916
297 332 902
82 635 15412
45 48 682
447 525 3143
34 309 5082
523 600 7118
220 428 7874
339 640 13915
664 665 7001
470 663 17492
328 397 769
2 417 7669
377 573 8908
200 325 6529
102 299 10067
4 345 7401
250 403 1721
105 171 8388
410 558 7070
89 349 9329
89 381 9560
520 650 15373
26 621 9967
510 512 484
63 603 13903
402 417 448
428 647 13060
195 423 4739
206 344 6738
190 403 5144
182 546 9070
255 260 251
28 54 906
289 504 4799
68 448 10990
78 578 17531
512 568 5560
260 545 7326
157 258 2397
52 446 10616
94 99 1546
427 590 10785
467 632 3806
491 588 8254
177 218 3675
130 645 16008
301 304 968
257 614 8288
147 458 3607
163 582 8362
29 176 9441
350 461 2802
139 165 6339
119 508 11507
192 531 7576
335 537 5459
416 458 1344
472 500 3156
348 462 3156
230 622 10439
107 404 13948
367 612 7825
223 409 8110
100 339 10649
438 464 2875
29 460 9604
344 476 6594
374 380 505
388 540 5872
80 130 3664
120 467 15469
238 278 1843
9 257 7639
241 341 1838
105 411 12956
451 521 2031
103 198 10429
206 336 6669
336 593 13013
1 594 8834
257 385 921
231 477 10742
39 256 7925
97 161 12300
418 439 1713
99 396 11070
385 520 2983
372 397 803
215 572 8781
580 634 4252
8 82 5395
312 335 1551
384 580 10427
32 473 10805
14 475 9712
37 453 8545
194 380 5078
6 54 3291
135 370 7564
288 596 11352
249 537 7080
207 227 2501
246 318 2103
345 366 468
216 285 7361
331 444 985
47 654 12683
178 620 12598
91 582 19136
480 527 6666
332 653 15915
111 329 11680
232 561 6051
143 280 2101
63 654 10544
5 665 15504
373 410 692
355 554 7289
160 310 6160
156 242 3197
436 625 6756
71 580 19300
143 508 5940
226 635 13388
311 575 9458
9 581 14048
457 568 5840
56 118 7837
67 592 15783
246 293 1455
202 246 6517
199 480 11817
324 513 4313
63 572 16348
5 208 15054
555 558 769
88 541 14681
296 616 8063
336 606 8323
235 601 8810
257 626 9972
100 364 10632
552 592 5475
408 490 1683
198 464 9203
376 414 1130
274 421 1278
461 641 12776
292 623 8743
188 203 3696
9 237 7510
345 401 375
56 634 12572
369 430 889
224 665 6769
125 512 12470
152 364 1732
12 649 14428
20 437 8448
208 252 6587
215 359 8441
229 633 11078
509 660 15272
324 394 624
162 173 4281
169 518 6492
72 260 7967
52 528 12921
33 393 8561
9 172 9604
505 571 6773
222 348 8719
270 529 5344
288 543 7275
146 530 6224
317 581 11296
320 633 8600
154 658 13361
304 487 3034
165 454 3787
265 631 9858
325 366 950
339 386 1661
15 19 3437
143 495 3912
59 222 14505
97 360 10303
119 214 8329
178 532 8229
479 534 7203
12 435 8938
57 467 11367
586 598 2853
150 603 8442
384 521 3024
63 625 11780
153 559 6219
310 592 10941
539 618 4229
359 368 354
31 578 15212
46 215 13173
51 383 8497
187 273 4806
255 430 1227
222 550 6886
168 283 4877
271 591 11898
177 604 11117
146 510 5424
88 303 7509
206 214 2569
565 596 2758
250 521 4404
42 282 6295
37 638 13631
336 499 3088
69 491 12154
288 339 652
10 508 12205
255 625 9881
293 454 2707
304 514 5055
226 579 8717
96 483 14380
152 420 1289
82 512 12169
93 126 3000
256 647 14673
487 555 5927
73 310 8138
13 616 10536
445 522 2242
94 126 2920
180 292 5253
574 592 3262
209 249 7278
391 502 3669
181 256 3589
157 262 2791
112 578 15572
19 329 7701
238 375 1512
77 542 13789
298 645 16292
62 168 8548
168 644 17521
487 630 9056
26 343 7947
103 497 12215
1 232 13930
222 503 5394
52 284 8384
414 418 872
572 610 2726
237 436 4165
509 563 3842
29 447 7696
205 436 8375
155 311 4248
464 603 4099
147 491 3340
316 600 8521
528 657 11341
332 620 8328
326 585 12406
335 643 16449
402 563 7314
93 383 10430
187 215 4461
370 654 16922
425 650 18007
464 651 13628
181 408 4189
251 448 3528
488 568 7123
34 253 7962
304 531 6411
164 398 4914
345 392 481
93 180 9040
242 442 2658
415 564 7148
62 604 14281
464 534 4486
416 475 5782
106 297 12146
60 582 16851
11 414 7175
55 497 12083
570 607 946
454 587 8855
206 432 5312
284 405 1837
225 255 8467
505 647 10604
292 472 5487
484 592 5749
10 11 1081
242 344 1592
177 391 5468
420 463 3819
256 350 953
59 289 8909
53 391 9619
290 506 5673
136 607 17701
186 607 11740
76 492 10641
213 391 7844
50 466 10889
39 605 12619
74 451 9877
167 406 4966
182 225 5641
541 659 12460
4 117 11663
95 449 12505
160 484 10243
201 438 6764
197 292 6420
83 333 7780
233 465 6843
202 428 4925
221 492 7079
361 588 11004
32 423 8693
95 464 12502
384 476 6965
216 482 14886
172 399 5394
44 576 16059
388 402 1582
46 487 8141
387 575 9658
190 392 5497
10 225 15112
199 239 5530
203 614 8790
49 469 11543
70 633 14182
575 639 3663
266 586 12075
93 557 17259
12 325 6104
197 591 11018
342 648 18623
142 208 6264
355 575 9798
172 643 15827
308 638 13772
123 200 8564
174 416 5665
38 583 15840
133 219 6716
57 448 10934
173 273 4827
221 414 7838
173 385 4329
593 642 3766
404 473 5280
257 309 4965
205 649 12732
396 430 1293
398 533 4862
142 563 9859
534 647 8912
328 518 3245
366 443 1191
283 432 2033
267 333 746
88 452 10594
57 334 9790
219 387 6767
34 631 10960
563 600 2613
215 270 8545
653 662 2291
84 352 7734
47 329 6275
150 459 2995
140 189 4139
98 652 10365
169 180 2069
186 330 5365
100 544 17217
144 502 4359
197 356 5640
145 607 10866
337 575 10071
17 320 4294
659 665 12393
200 591 10215
32 361 7716
186 363 4593
50 368 8369
94 183 9746
180 528 6833
15 549 12178
329 526 4606
136 297 8239
45 555 13207
13 17 1772
123 609 17540
175 291 5303
191 375 4572
194 351 6023
165 584 8289
60 610 13183
550 563 2462
80 617 14325
54 168 8751
467 633 3986
9 180 10736
416 657 13628
103 541 15766
21 322 8641
78 205 11880
151 241 1425
63 465 11874
201 242 5837
191 541 6278
380 581 10904
496 503 1367
406 447 1567
354 445 1514
99 116 1612
453 615 6411
164 615 8387
590 591 908
30 157 10024
370 624 9474
245 574 10489
365 474 6231
110 287 11275
196 232 4143
17 287 3535
323 550 6310
26 323 7837
10 256 7355
143 291 2181
403 605 7568
141 552 9117
35 89 3340
351 370 477
77 109 6408
114 500 12569
64 636 14234
38 143 7293
238 640 14681
124 168 4667
283 527 4471
49 528 11902
243 630 10621
8 627 8797
76 97 3057
16 601 11377
37 391 7356
150 162 2989
446 552 5760
56 239 9065
130 200 7453
244 534 6216
299 420 1997
0 337 4372
287 424 2190
182 420 3610
321 466 4201
269 346 516
344 664 14179
135 524 11054
298 353 1108
418 583 11242
25 622 10100
172 481 12096
82 348 8319
189 310 7527
372 438 2004
499 621 7973
318 330 518
353 546 7402
74 411 9097
496 580 8621
208 620 11545
139 469 8050
84 182 6348
604 618 2130
285 477 6746
167 293 4532
4 187 12063
290 508 6108
169 487 5206
486 617 7588
206 224 2640
160 592 10738
19 478 4216
5 544 11339
111 624 18497
214 525 5843
398 403 216
109 334 12375
437 552 6113
136 514 11870
552 653 12161
35 87 3254
217 535 11168
260 533 6002
145 383 1997
213 263 8145
343 581 11281
150 326 2071
273 381 1228
165 571 6923
105 462 15568
448 534 3616
155 535 3309
103 277 10357
26 595 12573
300 342 1098
373 379 735
526 619 6141
340 591 11715
355 375 599
194 394 6319
389 548 6468
46 614 11334
502 658 12913
191 233 4221
326 533 5495
121 604 17037
320 369 1217
350 576 9870
471 611 4969
60 325 9238
407 652 16734
138 560 11466
147 632 10487
498 600 8271
175 297 5477
125 303 9271
84 123 3118
215 644 10842
70 206 10973
190 439 6362
54 499 11987
203 568 7667
154 325 3148
567 635 4540
495 581 8698
205 612 9045
80 660 10825
49 535 12527
630 655 7133
404 597 9812
91 365 9580
511 577 5585
90 406 9880
429 493 906
327 620 7756
197 227 3764
183 271 4090
318 516 3992
462 517 2610
140 439 4234
615 646 7196
262 528 4879
600 628 1930
408 651 17798
204 521 4831
156 651 16442
338 514 4134
570 597 1383
31 337 7334
159 468 4584
53 429 10942
41 208 12574
469 494 3408
110 615 19565
342 552 7529
91 343 9285
316 404 1749
149 176 3624
373 551 6799
173 439 6417
266 383 1417
19 598 10706
177 455 5977
2 294 6653
395 523 3253
80 274 7153
330 382 1490
201 492 4305
13 119 8579
374 517 2812
510 540 2204
198 420 5380
249 453 3312
563 585 4674
213 247 7586
278 624 9038
177 476 11091
457 602 4698
1 81 9084
208 387 5735
115 210 9759
382 545 6515
62 176 10131
361 639 13615
53 424 10675
14 324 5991
347 570 9095
293 553 7772
135 561 14964
320 504 4649
186 633 13013
343 443 1391
316 656 13541
528 576 5624
471 652 13867
564 573 577
216 438 8912
15 23 4161
446 641 13986
180 182 785
475 589 5422
226 550 7490
389 602 6829
92 384 11575
168 610 13095
488 657 13690
41 511 11184
505 539 3828
285 489 3157
391 480 6802
233 383 6469
48 354 6639
50 477 9885
1 124 12877
92 557 18472
63 174 8578
220 654 14737
100 315 11920
50 646 15176
146 402 2152
352 581 11189
191 608 10869
35 524 12266
139 265 2445
240 313 3305
114 502 12651
150 266 1414
249 663 14425
456 661 15687
528 644 11943
18 208 15147
135 336 7760
144 221 7256
151 598 9764
120 275 9982
98 111 3297
312 550 6258
279 295 572
100 561 17987
634 642 7338
534 594 6192
88 309 7384
226 523 7390
325 557 7803
50 149 8089
66 401 9805
157 269 3133
48 552 13481
563 568 949
104 317 11547
40 212 13932
147 540 6834
195 467 9061
142 264 1681
554 636 7171
335 355 379
295 332 705
60 450 11356
130 546 13707
135 558 14204
302 598 10126
494 509 2488
27 276 8282
252 492 3330
162 347 4399
62 362 9698
364 571 9744
81 456 10269
124 627 18266
33 418 8746
469 664 18172
524 622 6968
351 535 5445
563 589 3392
403 503 3673
497 610 7577
331 413 1260
130 282 7671
257 388 1124
313 562 6655
257 260 306
147 614 9058
217 459 10398
376 528 4444
439 634 8221
231 403 7556
298 610 8763
148 374 2711
261 506 4949
215 366 8370
387 587 10524
605 610 1198
437 456 1778
92 571 17761
378 651 18337
136 210 9745
162 659 16138
362 653 16470
16 229 13158
43 466 9484
158 227 6426
119 460 12582
509 631 7139
308 335 3823
198 568 8689
13 245 5878
107 504 13243
196 454 5658
335 637 13469
434 648 16926
69 457 12092
254 597 11123
102 108 3811
169 237 3093
224 400 8880
43 538 12396
46 538 11766
67 200 13418
45 636 14596
414 475 5894
119 239 8520
44 582 16776
119 616 18138
241 632 10899
358 384 1035
228 338 9373
13 203 12302
23 182 11787
8 273 7112
90 574 18763
42 471 10507
320 390 589
80 234 4337
82 269 7719
457 480 6330
14 121 8158
167 357 4508
65 271 8881
175 331 5705
38 84 5150
129 348 8611
215 652 14060
283 296 675
185 570 9980
398 458 2170
246 524 4942
178 395 5711
518 647 11560
187 328 5192
156 164 2354
130 349 7928
268 292 672
34 388 9619
43 482 9262
79 188 7624
84 364 7636
83 661 9735
374 625 9273
34 220 13536
136 369 9184
142 304 2194
100 591 17645
85 170 6093
363 543 6622
407 456 1692
378 590 11779
193 228 3243
230 392 8428
123 155 9919
155 170 3915
378 600 9541
254 531 6138
40 500 11063
231 498 5075
76 131 4891
111 644 11943
308 659 8611
342 587 10788
100 637 14706
174 608 13623
326 631 8629
43 135 5824
446 462 2318
72 563 15012
240 359 1737
565 658 7212
441 462 2502
63 594 15069
381 577 9285
131 482 14999
57 429 11384
441 581 10400
113 505 12306
280 391 946
560 610 2853
63 370 9416
299 525 5179
144 559 8304
435 449 2588
374 659 12526
164 167 6149
85 192 7541
43 559 12526
95 289 9451
436 527 3924
221 662 15298
423 662 17011
143 524 5305
7 286 7101
284 606 8999
17 76 3691
12 42 362
27 131 8728
273 294 668
68 411 10393
579 609 3795
340 410 1196
188 255 4786
218 521 7537
390 604 7009
345 639 13257
66 523 13364
264 355 947
561 576 2852
610 611 271
28 61 1882
96 358 9998
108 253 12040
90 298 8438
44 254 7205
208 265 7161
531 599 4752
225 311 10927
110 518 13231
41 267 6158
393 466 4040
494 558 5418
546 631 4474
132 562 14235
77 483 12207
344 583 11707
154 388 1441
225 397 8922
362 665 15172
124 636 17575
40 386 9276
28 280 8604
268 407 1440
546 578 2853
96 115 3201
446 659 12451
69 114 5392
267 551 7723
310 377 3073
220 601 10235
602 603 458
337 452 2060
11 487 7941
151 545 7070
14 477 7865
426 475 6232
269 437 2735
174 377 4589
2 482 4455
155 306 4075
521 543 2929
352 624 8970
326 439 968
54 134 6798
166 440 5369
202 664 16155
122 562 15360
408 503 3333
136 264 8012
332 481 7389
131 499 8550
450 582 8826
357 387 1233
65 375 9165
288 434 2844
342 623 8624
304 653 15480
40 570 14618
388 431 908
83 189 6786
318 555 7881
271 629 9468
579 660 10905
123 239 7568
305 582 12361
163 461 4982
21 376 9766
180 302 5087
164 463 6759
317 516 4122
447 610 6594
41 535 11401
353 412 1416
521 567 5424
564 648 10165
551 582 4490
85 414 8996
541 632 5431
125 577 16588
271 362 283
428 506 3473
170 418 3573
161 315 5253
43 171 7978
140 316 3898
78 462 10354
125 283 10079
207 621 12682
19 254 8245
333 547 6183
111 576 15735
91 328 9401
58 297 8560
264 333 943
27 114 8633
223 370 8202
489 642 13983
170 443 4851
298 471 5260
441 574 8875
116 223 9029
626 635 2526
480 497 8135
342 451 2194
287 650 18895
51 557 15380
133 286 7438
114 620 18801
326 339 526
166 432 4227
328 521 3828
320 383 1881
193 605 10378
504 589 8730
104 403 11780
408 561 6798
1 433 7951
102 145 8493
203 438 7096
369 389 707
0 246 5522
386 489 1789
316 338 1485
72 523 12087
142 189 3737
203 216 5122
94 629 14898
226 498 7206
423 497 1846
333 561 7331
373 557 7402
235 612 9956
361 615 8273
97 171 8189
301 362 1972
229 320 9515
122 485 17654
276 601 7387
196 345 6416
102 152 9847
99 541 16063
31 76 3342
418 463 3726
142 598 11272
37 204 13500
129 516 10127
70 262 9274
648 663 5709
258 376 250
381 440 1930
184 238 3433
161 423 3480
34 359 8563
436 574 8539
100 584 17152
551 657 9800
124 226 7088
284 458 3832
119 619 17973
68 521 12993
214 595 10307
220 280 8734
263 612 8932
59 651 11001
452 571 7708
463 656 11244
410 526 3545
547 579 4480
30 602 10931
332 615 7876
43 258 7476
559 625 5183
31 85 5309
324 382 1813
131 597 17258
419 493 1928
243 515 4450
63 261 9133
579 596 2445
361 427 1519
375 427 1356
64 128 6132
45 424 7251
248 545 7904
537 634 5890
478 552 8439
3 255 8180
187 445 5346
24 233 15801
380 550 6227
21 297 8138
569 653 9609
431 497 1436
466 501 4477
349 483 7719
16 529 10115
8 170 9385
102 220 8015
133 643 14674
125 145 8106
46 50 1760
123 395 10376
212 596 10528
315 520 3114
72 135 4579
52 152 10706
172 438 6361
17 622 10834
332 349 328
411 602 6500
195 622 11894
221 359 8229
559 595 4411
286 451 2707
25 370 9396
292 596 11203
69 511 13850
204 306 8046
227 386 7958
109 175 7296
445 500 2075
485 604 2775
91 656 13837
136 293 8295
433 643 15269
37 131 7464
72 576 17255
278 461 3338
556 644 9098
36 413 8054
466 594 6573
25 197 14190
166 356 4050
295 435 3433
193 489 5219
536 541 505
339 447 2084
227 498 7261
347 417 650
188 323 6642
481 635 4388
140 378 2765
162 636 12827
392 658 12326
14 277 5491
285 504 4824
430 588 10143
504 616 7406
144 378 1773
504 547 3378
289 427 2150
58 64 1004
258 419 581
296 473 6204
223 265 8701
352 485 8256
255 400 943
80 539 13411
7 352 7542
37 626 10205
23 184 12849
33 560 12992
67 522 12970
240 490 3529
82 542 14265
328 552 7422
218 264 8003
140 306 2587
382 553 6374
230 266 8674
316 438 1151
120 340 10169
184 547 6421
292 441 1485
305 617 8531
149 574 9994
124 471 13067
565 663 15016
411 659 12457
195 223 3111
93 340 9745
205 550 4625
64 630 12280
309 344 4150
11 331 5858
210 226 1961
33 262 8210
31 633 10661
40 333 8098
225 504 5737
311 593 11620
160 542 4632
64 354 8920
239 427 2567
278 551 7416
39 429 9315
578 655 7555
180 579 11389
263 528 5600
238 531 7022
128 189 6541
171 559 9689
91 237 8129
94 229 13205
213 615 10469
498 537 3297
418 660 14795
112 288 11020
179 596 13275
64 409 9820
414 532 4437
285 625 9443
138 206 4802
28 655 11039
502 584 8987
263 644 17403
200 271 5943
31 456 9267
156 241 3560
52 58 1246
347 603 7544
219 238 7024
310 635 9678
103 636 16241
104 263 10350
294 658 12724
299 659 10998
285 524 4710
3 622 6224
35 145 8109
241 412 2864
76 323 8275
28 179 11309
122 406 9946
61 310 9444
380 597 10436
270 309 4523
30 159 11322
36 466 9076
235 242 755
97 665 9116
252 470 5460
471 528 721
68 575 17879
156 546 5589
25 188 12637
129 558 13175
164 179 4162
55 660 6909
552 632 4879
402 556 6976
121 487 10321
218 394 8326
123 197 7824
224 511 6646
491 654 15298
96 197 10962
110 131 4239
286 512 5063
186 218 3425
238 558 9202
236 291 1443
240 494 3619
276 538 6146
407 615 7292
93 141 8195
200 429 4723
245 283 1386
148 158 2738
283 418 1048
94 148 9486
71 146 8473
432 434 446
104 382 11417
269 389 863
243 592 13519
50 472 12180
174 390 5843
114 664 4384
73 504 11826
53 138 8347
507 658 12898
205 243 6569
242 639 14445
143 298 2510
53 247 8836
556 631 6033
127 605 17184
242 386 1371
19 500 10736
290 296 338
354 410 1000
346 464 4411
164 311 6801
71 151 9522
127 332 9358
77 451 9619
429 550 5039
409 471 3814
460 561 4261
348 564 8145
133 166 3975
128 277 8934
324 576 9594
2 642 12805
9 367 7538
224 301 10574
239 284 1522
101 454 12217
17 249 3445
429 642 14764
396 403 214
287 664 13439
82 184 8842
386 541 5530
141 521 5443
267 621 8997
327 392 434
240 625 10857
105 647 13191
599 651 8700
532 568 3285
20 332 8877
247 603 9165
18 386 9665
142 622 11151
337 642 16400
128 577 16068
146 155 3091
291 425 2088
7 260 7782
214 490 6638
35 175 9150
54 138 8035
61 618 12235
0 556 8815
367 388 1455
486 532 4208
287 625 9435
11 283 5696
427 620 7992
234 538 8627
236 520 4945
572 660 10910
362 486 1774
167 466 9289
119 327 10923
81 659 10169
400 566 8313
145 261 1387
70 317 9092
38 116 7746
180 395 5520
272 550 6679
37 98 6029
388 439 2794
127 435 10433
127 557 14287
242 524 4703
304 523 5036
15 429 7281
285 549 8021
216 557 9636
30 46 1622
242 597 11567
469 523 2862
230 358 8268
116 392 11808
20 562 12449
349 603 7518
319 446 1942
81 572 17108
160 590 9838
224 624 14004
38 550 13462
78 610 14391
239 360 1373
538 659 13066
20 328 8770
28 126 7528
4 7 1532
368 498 2472
273 291 720
2 263 7103
84 336 7584
412 460 1886
298 377 1735
270 452 2299
599 634 848
228 448 10264
2 329 6784
229 313 9614
351 508 5475
1 544 8347
320 643 16533
628 648 9718
303 381 2225
247 532 6904
232 353 9120
76 139 5867
592 621 4599
66 303 8185
84 149 7166
405 657 13715
436 478 4965
86 430 8897
136 362 8571
445 656 13506
63 415 10757
540 560 1229
277 570 9611
72 183 9585
371 528 4605
85 361 7555
138 201 6869
313 536 4983
24 104 8321
83 337 7542
27 430 10043
259 664 13691
355 408 653
149 446 2293
209 254 6845
54 584 15832
411 482 7464
469 526 2230
161 456 4169
73 494 10706
21 285 8634
144 409 2466
224 397 8875
623 633 1591
195 238 4786
513 609 6600
299 636 13129
605 616 1399
46 497 9088
58 358 9850
35 569 14332
107 376 13345
25 563 13180
21 500 11908
148 208 4475
49 122 7151
48 176 8168
42 296 5654
340 513 4470
407 484 8126
150 390 2063
243 463 4908
41 229 14726
182 220 4688
94 580 18978
373 549 7087
26 141 8374
175 664 11187
21 67 4236
428 628 8647
99 319 10866
226 318 10360
166 489 5395
14 264 5281
83 487 8808
251 658 14071
234 344 3004
131 525 10120
184 214 4151
402 642 15602
353 641 15646
198 488 4757
439 665 16634
7 427 8923
278 646 15198
270 609 8855
318 505 5734
415 520 2125
346 519 3090
352 639 13352
146 153 1958
438 654 14792
198 514 4116
203 604 7842
272 468 4636
193 659 17974
248 362 840
508 574 5693
205 403 6613
129 457 10748
339 388 1883
562 610 2931
173 250 3538
44 622 11620
93 518 12818
112 558 14673
323 500 3281
607 622 2031
327 401 634
600 617 1466
86 213 11529
218 290 8468
38 644 14554
52 222 15524
37 332 6891
309 593 12037
74 561 14946
439 557 7126
421 537 4919
409 449 2267
72 319 7995
26 635 10719
73 398 8713
55 413 10432
99 258 10299
31 222 14615
330 629 8814
275 279 104
96 495 12080
312 583 10624
469 644 11413
281 554 7808
86 261 7670
416 552 5858
28 511 13273
344 433 2034
38 595 13567
99 441 11360
60 284 8547
89 467 13026
100 185 10043
43 545 12756
350 581 10829
358 404 382
507 567 6172
161 258 3846
436 657 11708
468 594 6763
27 425 9893
121 341 9852
36 210 13250
250 546 8236
417 563 7643
281 538 6080
221 644 11415
189 482 12244
300 477 5793
606 657 7402
174 570 13034
65 446 10657
274 419 900
256 301 2236
143 377 1853
53 629 10859
136 195 8718
255 372 506
219 475 11778
306 499 4100
433 569 8388
7 18 711
125 345 10128
152 281 2356
60 82 3144
282 339 151
106 621 18324
284 631 9683
239 314 3247
71 665 10944
116 584 16090
120 616 17997
420 472 4357
0 175 9318
19 585 13012
163 655 14554
26 554 14240
107 112 2265
138 170 2216
6 265 7116
29 462 8297
433 632 9064
245 516 4003
27 125 8271
18 329 7890
253 541 6741
82 338 7892
198 335 6402
41 335 6798
59 569 15180
320 529 4998
281 583 11912
269 504 4415
259 340 814
457 500 1955
40 285 7467
225 553 6923
340 366 568
59 383 10528
271 423 1144
75 133 4531
433 559 5780
200 379 4954
129 493 9451
382 470 4413
372 618 8241
348 533 5358
451 625 7449
325 606 7871
297 485 8309
84 342 7684
30 612 10822
335 369 623
123 312 11133
149 167 3397
116 193 8862
31 214 14731
326 331 185
151 591 12042
473 626 4481
330 636 12747
320 508 5750
245 471 5517
253 465 5164
489 639 11342
14 223 12937
107 305 13398
97 125 2964
569 634 2343
128 420 9240
219 256 7446
76 510 12558
284 479 8415
453 589 9533
192 340 5671
354 424 1336
555 632 5421
171 590 14203
343 626 9283
232 380 8264
190 204 3248
296 458 3760
300 495 3920
42 482 9283
310 450 2346
210 596 10788
274 534 5815
128 631 17966
242 527 5228
93 509 14724
57 600 13009
500 617 7634
196 472 6825
556 663 16614
253 610 9512
124 385 8862
115 509 14828
262 464 5105
70 88 1026
119 530 14145
311 470 4266
170 294 4055
417 460 2859
221 617 12217
24 540 12260
83 174 4348
348 583 11373
188 312 7358
185 284 4607
117 282 10548
256 258 211
255 374 715
274 485 8349
64 156 11735
448 489 2059
278 359 619
411 556 6519
382 608 9178
45 476 9521
317 520 4019
439 469 3883
2 287 6800
445 563 6434
184 617 10810
330 525 4357
151 249 1908
23 380 10322
408 450 2411
17 569 12645
395 659 11749
137 377 9474
26 104 7918
32 60 2211
260 620 8963
71 478 9792
293 439 1737
79 519 10480
515 518 780
242 553 7727
32 479 7603
