180 8055
136 179 3500
121 160 9000
61 113 3500
85 113 9000
84 168 3500
5 9 10000
39 179 3500
137 149 30
30 160 3500
66 168 30
81 128 30
10 12 30
33 45 9000
109 157 9000
5 33 9000
35 57 3500
62 140 3500
30 166 9000
142 157 9000
100 137 9000
13 61 9000
0 146 30
72 122 30
115 129 3500
18 146 9000
94 101 3500
35 67 9000
1 128 30
161 173 9000
132 152 9000
6 107 30
60 166 30
128 168 3500
93 115 9000
5 22 3500
68 104 3500
51 55 10000
45 76 9000
5 28 3500
10 49 30
32 127 30
46 70 9000
174 175 20
46 176 3500
110 165 3500
38 125 9000
158 162 10000
3 131 9000
2 69 30
16 150 9000
32 38 9000
56 81 9000
16 120 3500
110 176 30
58 119 30
26 52 9000
108 160 3500
93 98 9000
10 82 30
76 121 9000
0 116 30
67 178 30
99 163 3500
75 163 9000
26 140 9000
127 142 3500
104 152 9000
45 99 30
0 55 30
65 164 30
5 114 30
8 114 30
19 76 30
17 125 3500
43 60 30
23 149 30
63 156 9000
37 80 9000
3 37 9000
65 113 9000
0 79 30
53 63 30
53 62 30
79 131 9000
66 139 3500
18 58 9000
66 175 9000
32 119 3500
65 169 30
131 168 9000
28 129 9000
84 114 9000
105 171 3500
54 59 10000
93 155 9000
5 73 3500
5 12 3500
47 115 30
42 76 30
3 46 9000
53 123 30
4 152 30
115 141 9000
40 171 3500
119 152 3500
153 171 9000
0 27 30
139 149 30
70 176 9000
17 42 9000
13 87 30
15 145 30
69 179 30
5 129 30
23 138 9000
36 176 3500
105 134 9000
79 141 30
125 150 9000
9 32 3500
39 173 3500
0 28 30
63 158 9000
123 154 3500
69 74 9000
19 77 30
41 64 30
42 168 9000
55 110 9000
21 178 30
73 110 3500
68 96 3500
53 135 9000
40 179 9000
23 66 3500
58 90 9000
7 144 9000
29 168 30
27 111 3500
43 64 30
101 139 9000
57 91 9000
120 153 3500
18 82 9000
19 162 30
137 175 3500
94 121 9000
37 134 30
25 42 3500
96 133 9000
11 152 30
39 113 30
6 156 30
81 175 30
59 89 9000
8 32 30
44 74 9000
88 169 9000
15 41 3500
48 126 9000
122 161 30
161 163 10000
73 131 30
155 177 3500
25 101 30
137 159 3500
31 126 9000
113 130 3500
84 129 3500
75 178 30
8 105 30
34 148 9000
147 159 9000
8 158 30
106 141 3500
1 111 9000
52 81 30
167 173 3500
33 126 30
31 101 9000
94 177 9000
12 44 9000
162 179 3500
164 175 3500
105 129 9000
2 129 30
17 171 9000
2 78 30
137 179 3500
66 71 10000
33 49 3500
8 157 30
115 148 9000
93 135 9000
36 75 9000
42 149 3500
16 174 30
95 154 3500
82 128 30
64 177 30
16 89 30
29 107 9000
29 164 3500
10 21 30
123 130 10000
23 137 9000
19 53 3500
76 115 9000
60 115 3500
6 139 30
111 133 3500
70 110 3500
67 171 30
5 29 3500
75 154 9000
76 143 30
2 146 30
12 32 3500
31 132 30
116 120 3500
6 18 30
25 55 3500
10 29 30
87 153 3500
100 179 9000
87 90 10000
65 118 3500
142 156 9000
2 14 30
8 94 30
9 139 30
98 166 9000
81 129 30
5 90 3500
92 97 3500
131 165 9000
39 67 30
89 124 9000
92 115 9000
27 30 10000
1 104 3500
61 145 30
14 135 9000
35 147 3500
117 147 9000
69 174 9000
131 161 9000
51 148 9000
43 53 9000
92 159 9000
28 57 9000
13 137 9000
68 159 9000
59 138 3500
7 9 10000
94 104 3500
40 75 9000
8 30 30
55 90 9000
93 145 9000
105 152 9000
30 134 9000
32 153 3500
110 117 10000
76 132 30
50 141 3500
32 33 20
4 143 30
74 89 3500
44 54 3500
92 157 30
37 49 9000
84 137 30
49 105 3500
55 64 9000
42 141 30
96 158 9000
74 77 10000
55 137 3500
4 18 30
117 163 9000
147 179 3500
65 106 9000
67 119 3500
74 115 3500
143 150 9000
26 32 10000
20 63 9000
21 85 9000
132 160 3500
84 170 9000
114 150 9000
52 170 3500
129 160 30
35 175 9000
95 118 30
96 161 3500
63 103 9000
25 169 9000
16 43 9000
12 35 9000
14 23 10000
24 98 9000
11 113 9000
4 165 30
26 134 9000
47 103 9000
0 132 30
10 105 30
60 72 9000
48 64 9000
22 114 3500
8 12 30
22 33 3500
39 139 9000
34 145 3500
2 119 30
124 159 30
33 44 9000
118 179 9000
92 153 3500
69 81 9000
38 88 3500
41 140 30
132 154 9000
49 59 10000
140 163 3500
93 161 30
6 97 30
108 122 3500
2 160 30
73 142 30
12 58 3500
2 131 30
5 72 3500
68 173 9000
45 167 30
34 36 9000
99 102 10000
100 104 10000
6 158 30
37 86 3500
141 142 0
87 156 30
139 173 3500
31 127 9000
99 135 9000
146 153 10000
5 103 3500
153 160 3500
76 137 9000
25 124 30
22 159 9000
87 178 3500
149 173 9000
54 74 30
25 57 3500
94 145 3500
46 62 9000
29 71 9000
77 165 3500
26 84 9000
21 56 3500
51 101 3500
128 155 3500
39 72 9000
49 81 30
92 93 20
93 128 9000
119 171 9000
134 156 3500
35 123 9000
74 139 9000
62 112 3500
35 59 9000
39 175 3500
0 9 10000
3 129 9000
8 138 30
89 110 9000
80 136 9000
15 119 3500
22 52 3500
9 168 9000
67 134 3500
55 87 9000
28 125 9000
18 89 30
28 128 9000
159 174 3500
18 178 30
79 144 3500
28 158 3500
86 138 9000
56 66 9000
1 77 3500
24 79 3500
32 176 30
27 140 9000
83 166 3500
132 172 3500
123 149 3500
53 156 3500
23 79 9000
17 179 30
148 158 3500
48 82 30
44 126 9000
80 86 9000
46 88 3500
91 163 30
39 137 9000
87 107 3500
99 145 30
134 176 3500
97 99 10000
91 108 9000
26 81 9000
40 135 30
61 63 10000
42 151 3500
38 166 30
31 168 30
19 62 3500
105 166 9000
12 15 10000
28 132 30
52 138 3500
86 122 9000
123 168 3500
124 169 3500
27 56 3500
32 54 9000
96 138 3500
36 50 3500
96 174 3500
173 174 0
78 125 9000
2 84 30
58 134 3500
58 175 9000
20 27 9000
12 100 30
25 167 3500
118 143 9000
16 36 3500
68 89 3500
38 97 30
47 134 30
42 59 3500
145 156 9000
125 132 3500
41 150 3500
72 147 9000
91 150 9000
13 48 3500
28 116 9000
149 170 3500
53 106 3500
31 70 9000
54 65 9000
119 176 9000
78 80 10000
0 87 30
90 94 10000
55 96 3500
10 44 30
26 111 3500
62 96 3500
60 123 9000
32 97 30
57 148 9000
49 98 3500
49 71 9000
65 70 10000
96 156 3500
47 147 3500
79 127 9000
61 102 3500
45 152 3500
15 143 3500
20 58 3500
100 151 30
20 125 3500
17 129 9000
75 96 3500
31 60 9000
23 77 9000
83 105 3500
2 41 30
54 106 3500
5 134 9000
22 131 3500
9 179 9000
31 93 9000
0 77 30
14 159 9000
134 152 30
124 149 9000
45 166 30
29 44 3500
89 152 3500
60 138 3500
88 146 3500
22 169 9000
116 159 3500
67 163 9000
25 38 3500
28 69 30
43 66 30
43 54 9000
17 28 9000
15 121 9000
34 118 9000
35 69 9000
24 85 30
17 32 3500
107 132 9000
6 94 30
10 23 30
131 141 3500
32 72 3500
16 172 30
87 179 3500
90 123 3500
17 79 30
5 156 9000
19 78 30
67 76 9000
6 90 30
88 120 3500
94 128 3500
113 151 9000
80 128 30
63 170 30
118 123 3500
13 49 3500
76 178 30
46 133 30
126 160 30
83 179 9000
24 165 3500
107 165 9000
95 168 3500
109 150 3500
56 60 30
38 149 3500
97 179 3500
4 45 30
69 119 3500
16 100 9000
9 23 3500
38 126 9000
92 168 3500
33 167 3500
58 157 3500
116 169 9000
26 154 9000
44 112 30
45 105 30
35 104 9000
74 123 30
31 178 30
41 178 9000
14 173 30
77 109 3500
10 13 30
56 150 9000
119 130 9000
53 167 3500
9 25 3500
66 137 3500
53 138 3500
116 176 30
60 71 0
85 136 30
113 154 3500
48 73 30
44 154 9000
55 100 9000
127 152 3500
129 142 3500
135 136 0
2 110 30
140 144 9000
10 152 30
23 111 3500
45 168 3500
64 139 3500
24 70 9000
57 58 0
47 49 9000
83 102 3500
79 124 9000
59 93 30
15 66 3500
1 145 9000
54 158 9000
1 46 3500
6 128 30
2 11 10000
32 62 30
33 133 9000
66 104 3500
32 64 30
50 108 30
113 149 9000
25 36 9000
73 132 30
60 173 9000
2 174 30
110 155 3500
39 140 9000
162 171 3500
88 112 9000
69 91 3500
61 126 3500
128 147 9000
3 155 9000
160 169 3500
48 110 30
9 45 3500
37 92 3500
13 169 9000
52 109 9000
34 150 9000
36 120 9000
32 128 9000
106 147 9000
18 170 9000
65 147 9000
110 174 30
28 76 9000
131 178 9000
23 53 3500
40 155 3500
51 140 3500
1 163 30
56 65 9000
119 145 9000
48 84 30
31 96 9000
99 128 9000
73 129 30
11 163 30
9 12 3500
39 91 3500
41 45 10000
34 174 9000
105 150 30
157 166 10000
92 96 3500
18 123 9000
148 165 3500
1 81 3500
117 141 3500
31 163 3500
47 179 3500
46 109 30
30 78 9000
97 167 3500
67 82 3500
71 87 9000
22 45 9000
52 55 10000
87 138 9000
81 162 9000
3 73 3500
15 133 3500
35 54 3500
35 51 3500
39 109 30
33 79 3500
71 81 3500
132 158 3500
1 37 3500
18 74 30
15 163 9000
51 78 9000
143 172 3500
25 70 9000
70 73 9000
0 72 30
5 128 30
4 22 30
1 14 3500
74 129 30
11 120 9000
100 173 3500
25 136 30
84 90 10000
66 103 3500
109 129 3500
34 177 9000
108 166 9000
146 161 3500
46 50 3500
7 130 9000
3 136 30
134 137 10000
118 121 9000
65 117 3500
75 86 9000
19 36 3500
31 160 3500
27 149 3500
75 151 3500
0 139 30
144 151 10000
6 177 30
41 125 3500
29 42 9000
41 172 3500
109 111 10000
1 177 9000
2 167 30
44 65 30
0 57 30
53 157 3500
109 163 3500
67 165 30
65 81 3500
79 173 30
79 105 9000
7 103 3500
86 127 3500
11 17 3500
20 60 3500
114 115 20
102 106 10000
55 136 3500
19 65 9000
76 102 3500
99 124 9000
9 29 9000
84 87 10000
15 127 3500
2 6 10000
137 162 9000
105 124 9000
24 128 9000
141 147 30
133 138 10000
88 115 9000
21 169 30
16 88 30
69 122 3500
56 152 30
117 174 30
15 144 30
97 169 3500
4 9 10000
26 78 3500
14 89 9000
43 90 9000
120 142 9000
21 74 30
9 93 3500
25 30 10000
135 155 9000
49 118 30
107 159 9000
36 63 9000
61 104 9000
62 78 3500
113 120 3500
15 115 9000
6 129 30
50 117 30
110 120 3500
127 163 30
158 164 10000
27 93 9000
30 161 3500
79 174 30
66 166 30
81 120 30
83 106 9000
26 141 9000
104 108 30
23 69 3500
33 114 9000
14 43 3500
51 52 0
121 124 10000
123 166 9000
1 44 3500
45 170 9000
39 56 9000
100 117 9000
50 163 3500
143 178 9000
12 28 3500
148 168 3500
108 134 3500
28 173 9000
113 135 9000
50 114 9000
96 125 30
54 120 30
92 135 9000
75 93 9000
126 142 3500
93 111 30
131 159 9000
0 101 30
55 132 3500
20 22 10000
114 156 3500
34 120 30
153 165 9000
94 122 3500
137 148 30
85 99 3500
42 138 9000
17 76 30
70 150 9000
107 175 3500
2 173 30
8 119 30
90 177 3500
57 63 30
102 166 3500
60 108 9000
102 160 9000
37 145 3500
86 90 10000
19 100 9000
2 79 30
27 43 3500
19 150 9000
123 153 9000
92 177 3500
40 137 9000
38 45 10000
18 86 30
69 113 3500
22 152 9000
73 106 9000
90 126 9000
35 148 9000
60 88 3500
100 169 9000
54 92 9000
71 126 3500
104 106 10000
37 131 9000
104 109 30
71 120 3500
42 174 3500
140 172 9000
135 152 30
115 179 9000
20 171 9000
151 169 3500
21 30 3500
92 128 9000
93 119 30
29 173 9000
34 109 9000
50 126 9000
40 114 9000
36 109 30
26 156 3500
90 162 30
76 97 3500
29 136 30
109 126 3500
75 164 3500
100 105 10000
132 159 3500
21 151 30
14 161 9000
15 94 9000
58 151 9000
42 114 9000
106 131 30
47 62 9000
44 111 9000
40 162 9000
53 54 0
38 56 9000
77 95 3500
49 140 3500
21 36 9000
3 27 3500
71 159 30
61 125 3500
18 107 9000
13 110 3500
65 69 10000
69 123 3500
26 85 9000
44 133 9000
5 170 30
35 89 30
36 163 9000
65 143 9000
36 41 10000
57 158 3500
85 177 9000
65 124 9000
44 79 9000
40 165 30
45 144 9000
17 165 9000
11 54 9000
61 81 3500
77 112 9000
67 74 3500
12 148 30
102 113 9000
44 157 30
133 137 10000
3 35 3500
16 73 9000
33 36 3500
116 124 3500
151 153 10000
120 125 10000
88 142 30
20 87 9000
92 99 9000
97 107 10000
72 160 3500
67 175 9000
17 143 9000
137 173 3500
44 168 3500
39 66 30
76 112 9000
89 108 9000
43 93 3500
76 164 3500
77 96 3500
16 55 3500
109 118 10000
96 176 9000
65 115 9000
62 113 3500
46 155 3500
46 120 9000
123 161 30
92 148 3500
50 131 9000
93 134 9000
7 113 30
25 171 9000
26 46 3500
57 120 9000
100 109 9000
35 125 30
77 153 3500
82 121 30
110 160 9000
13 139 9000
15 112 9000
65 76 9000
153 155 10000
140 143 10000
94 140 9000
92 179 3500
154 170 3500
56 95 30
125 137 9000
20 62 9000
14 37 9000
19 88 30
8 151 30
84 165 9000
78 109 3500
39 167 30
87 114 9000
55 105 3500
82 137 9000
153 176 9000
114 161 3500
174 177 10000
50 97 3500
40 175 3500
47 164 9000
132 179 9000
53 81 30
13 38 9000
12 165 9000
55 62 30
57 147 30
21 42 3500
37 79 30
76 110 3500
41 170 3500
111 154 3500
146 166 3500
29 47 3500
39 47 10000
96 141 3500
31 156 9000
7 139 9000
38 124 9000
24 119 9000
18 43 9000
30 120 9000
11 140 30
129 153 9000
28 170 30
68 95 9000
6 36 30
60 148 9000
121 168 9000
46 131 9000
55 150 9000
67 152 9000
55 178 9000
144 146 10000
90 96 3500
44 80 9000
23 173 9000
50 145 30
58 67 9000
94 150 3500
7 93 9000
35 154 3500
70 82 9000
50 138 9000
109 137 3500
6 12 30
142 167 9000
45 88 3500
30 167 9000
8 112 30
126 172 3500
49 131 30
3 178 9000
92 104 9000
40 177 3500
81 150 3500
117 177 30
49 121 30
45 96 30
163 169 3500
1 127 30
111 168 9000
36 104 30
76 120 9000
85 151 3500
16 175 30
77 119 3500
41 71 30
150 167 3500
152 177 9000
123 162 30
38 95 3500
20 158 9000
63 165 9000
40 115 9000
115 169 9000
96 121 30
43 65 30
13 124 9000
31 105 9000
77 131 9000
16 77 30
1 17 3500
52 112 9000
117 140 3500
21 65 3500
48 106 9000
133 165 3500
9 38 3500
33 134 9000
99 141 9000
4 66 30
128 154 3500
34 122 9000
46 104 30
3 41 3500
18 118 3500
62 135 3500
12 155 30
7 128 30
2 34 30
13 83 9000
45 153 3500
15 109 3500
21 126 3500
159 160 0
156 159 10000
28 103 9000
120 161 9000
18 25 3500
53 97 3500
67 131 3500
117 148 3500
114 125 9000
74 171 9000
66 124 9000
130 161 9000
65 91 9000
101 123 9000
65 74 3500
66 132 9000
123 150 3500
2 22 30
12 114 3500
69 80 9000
2 163 30
54 126 9000
145 164 3500
28 90 30
32 177 30
109 125 3500
79 147 3500
66 87 3500
41 128 9000
10 103 30
86 116 30
25 90 30
43 48 3500
76 140 30
50 61 30
6 168 30
171 173 10000
21 82 9000
60 128 9000
32 78 3500
71 168 9000
103 121 30
27 161 3500
35 162 9000
10 18 30
42 166 30
10 107 30
18 69 3500
46 56 3500
42 159 30
88 151 9000
38 58 3500
16 101 9000
22 106 9000
60 99 9000
99 140 9000
9 167 9000
14 160 9000
69 101 9000
100 145 30
41 124 3500
54 105 3500
57 152 30
55 169 9000
53 148 9000
55 125 9000
113 169 9000
98 115 30
88 137 30
12 142 3500
60 78 3500
121 152 3500
55 121 30
30 31 20
19 86 30
18 131 3500
9 111 30
8 146 30
45 160 9000
4 78 30
16 85 9000
50 63 30
64 106 9000
52 162 3500
81 83 10000
47 50 3500
65 170 30
109 128 3500
19 35 3500
24 131 30
4 129 30
55 57 10000
53 83 30
46 84 9000
130 133 9000
12 118 9000
116 148 3500
6 79 30
16 93 30
93 127 3500
54 56 10000
57 59 10000
32 88 9000
117 159 3500
82 163 3500
73 160 3500
49 84 30
103 141 3500
25 160 9000
56 142 3500
0 31 30
20 119 3500
107 121 30
9 91 3500
110 130 3500
118 175 9000
153 156 3500
88 179 9000
5 157 9000
95 124 3500
42 154 3500
74 138 9000
147 170 9000
0 107 30
33 150 3500
94 170 9000
57 65 9000
82 88 3500
116 135 3500
37 64 9000
42 87 3500
116 128 9000
57 124 9000
75 159 3500
105 106 0
60 159 30
48 76 9000
87 157 30
52 63 30
49 142 9000
47 100 9000
90 150 9000
43 152 9000
91 151 9000
40 53 9000
91 114 9000
49 134 3500
90 175 3500
72 99 3500
79 136 9000
40 167 30
26 132 9000
63 168 30
80 96 3500
23 73 9000
66 161 9000
122 139 3500
89 112 9000
4 85 30
92 141 9000
52 79 9000
21 28 3500
152 163 3500
15 85 9000
37 85 9000
113 158 9000
51 124 9000
28 71 9000
4 36 30
95 103 3500
12 90 30
7 8 0
17 111 9000
143 168 9000
34 151 9000
3 154 9000
108 138 3500
43 164 30
1 119 9000
70 81 3500
7 80 9000
41 151 3500
3 76 9000
65 149 9000
72 80 10000
35 146 3500
108 147 3500
22 89 30
35 163 9000
27 34 10000
13 101 30
38 134 9000
114 135 9000
8 46 30
62 89 3500
22 133 3500
15 99 30
29 96 9000
43 151 3500
82 157 3500
20 46 9000
106 109 30
19 175 30
113 128 3500
67 136 3500
33 85 9000
60 112 3500
149 153 10000
34 66 9000
81 155 9000
38 103 9000
116 153 9000
21 70 3500
157 169 9000
111 147 9000
33 88 9000
6 59 30
17 83 9000
33 158 9000
96 137 3500
41 155 3500
140 170 3500
21 46 9000
21 177 9000
41 135 30
69 177 30
52 61 30
34 149 9000
62 164 9000
55 88 9000
118 171 9000
60 177 9000
38 141 9000
64 95 3500
118 152 3500
106 171 9000
28 106 9000
11 103 9000
73 86 3500
109 149 3500
20 75 30
22 168 9000
27 39 9000
73 111 3500
2 134 30
98 173 9000
5 123 30
11 134 30
18 32 3500
160 177 3500
1 112 9000
116 122 9000
12 66 3500
166 170 3500
9 85 9000
38 44 10000
122 148 3500
62 88 3500
117 132 3500
72 176 9000
6 175 30
1 48 3500
72 78 10000
122 177 3500
26 142 9000
140 148 30
33 160 3500
55 81 30
21 35 3500
106 138 3500
6 133 30
66 140 3500
2 161 30
164 179 3500
9 87 3500
46 92 3500
94 157 9000
99 165 3500
101 169 9000
3 132 9000
112 154 3500
48 153 9000
11 95 3500
34 47 9000
1 3 10000
99 103 10000
41 79 30
44 99 30
53 102 9000
33 156 3500
14 91 9000
7 72 3500
34 80 3500
48 79 9000
90 104 3500
57 174 3500
78 120 9000
56 83 9000
31 138 30
76 156 9000
37 88 3500
17 122 9000
65 98 3500
36 140 30
48 66 9000
18 125 3500
87 143 9000
11 102 9000
11 133 9000
89 95 10000
11 43 9000
89 97 3500
143 153 9000
129 168 3500
14 138 3500
0 144 30
91 115 9000
82 136 9000
46 130 9000
18 76 30
83 111 3500
11 16 3500
31 41 9000
2 24 30
30 171 30
75 116 9000
60 76 3500
14 111 3500
15 17 10000
67 89 9000
19 83 9000
18 145 9000
42 101 9000
34 171 9000
47 150 9000
60 151 9000
4 164 30
56 132 3500
89 148 9000
89 137 30
115 161 3500
46 87 3500
160 170 3500
40 48 3500
40 72 30
7 104 3500
40 125 3500
11 114 9000
79 140 30
68 144 30
60 86 9000
36 64 9000
53 127 9000
51 163 3500
81 82 0
31 143 30
26 116 3500
9 160 9000
78 118 3500
47 52 3500
132 146 9000
16 90 30
42 56 3500
157 177 3500
40 172 3500
125 139 9000
13 147 9000
78 105 9000
77 145 3500
65 96 9000
79 129 9000
9 176 30
115 116 0
32 76 3500
141 173 9000
34 102 30
55 135 9000
5 173 30
11 141 30
73 154 3500
31 169 30
89 163 30
74 85 3500
166 175 3500
67 96 9000
7 90 3500
53 113 9000
68 158 9000
118 130 9000
52 159 9000
45 59 3500
83 159 9000
123 133 3500
32 85 9000
117 171 30
69 143 3500
114 142 3500
107 129 9000
140 150 30
6 111 30
13 136 9000
58 113 9000
106 166 3500
73 137 9000
75 169 30
31 175 9000
28 92 9000
24 118 9000
64 131 3500
98 112 30
32 73 3500
15 174 30
25 48 9000
159 171 9000
23 174 9000
109 173 9000
67 173 9000
37 70 9000
42 73 30
32 142 9000
23 33 3500
58 135 3500
44 56 9000
74 97 3500
31 87 9000
51 90 9000
6 86 30
28 155 3500
22 99 30
1 97 3500
74 157 3500
121 161 9000
16 159 9000
73 109 9000
54 119 9000
5 16 9000
8 58 30
141 146 30
94 134 9000
34 132 30
83 112 3500
74 106 3500
10 58 30
60 83 9000
102 156 3500
120 137 3500
19 105 9000
6 142 30
47 64 9000
0 173 30
63 133 3500
142 165 3500
51 130 9000
85 178 3500
127 143 3500
15 102 30
5 142 9000
18 171 9000
90 174 3500
23 82 9000
27 47 3500
56 71 30
9 143 9000
45 158 30
28 31 10000
88 150 9000
23 119 9000
133 171 3500
53 121 30
150 174 9000
164 169 3500
19 74 30
34 128 9000
36 128 3500
11 67 3500
142 164 3500
63 82 3500
89 121 3500
72 149 3500
41 43 10000
121 146 3500
31 46 3500
139 169 3500
30 177 30
16 79 30
144 172 3500
84 106 9000
0 91 30
5 35 3500
154 161 3500
56 128 9000
23 169 9000
89 142 30
78 86 3500
93 123 9000
4 61 30
76 130 9000
73 74 0
7 121 9000
100 175 3500
141 167 3500
74 120 30
20 56 3500
27 96 30
1 61 9000
22 158 9000
44 159 30
3 67 3500
6 89 30
31 171 30
0 16 30
67 114 9000
3 78 9000
12 72 9000
43 129 9000
43 62 9000
13 34 9000
21 55 9000
34 90 30
117 145 3500
16 179 30
105 172 9000
119 153 3500
135 178 3500
103 148 30
45 132 9000
30 132 30
112 157 3500
89 103 9000
42 127 3500
6 138 30
123 139 3500
35 97 30
3 113 30
17 20 10000
97 135 3500
26 47 3500
85 141 9000
62 161 9000
113 125 9000
42 144 3500
8 83 30
8 70 30
148 167 3500
25 69 9000
9 165 9000
36 86 3500
1 101 9000
34 168 9000
0 38 30
86 158 9000
4 151 30
4 55 30
157 178 9000
140 149 30
118 165 3500
16 162 30
29 151 3500
34 114 3500
12 103 30
73 145 3500
63 123 3500
76 136 9000
29 102 9000
121 130 10000
98 154 30
105 156 9000
129 146 9000
97 157 3500
108 158 3500
140 155 9000
9 164 9000
9 97 3500
54 173 3500
30 50 9000
63 85 9000
13 60 9000
12 40 3500
69 144 30
57 74 9000
24 103 30
32 148 3500
36 119 30
8 161 30
165 176 9000
68 79 3500
4 46 30
33 84 9000
72 127 9000
152 154 10000
51 93 30
26 83 3500
109 140 3500
99 155 30
108 178 9000
147 172 3500
58 102 3500
84 115 9000
11 38 3500
53 137 3500
45 54 3500
40 131 3500
116 167 3500
100 174 3500
7 34 3500
108 162 3500
31 99 9000
47 144 3500
50 82 9000
28 59 3500
22 171 9000
62 93 3500
95 141 9000
36 81 9000
37 60 9000
48 170 3500
57 89 9000
30 169 30
84 97 9000
0 6 10000
44 109 30
53 107 3500
49 109 30
166 173 3500
20 172 30
125 152 3500
10 109 30
19 99 9000
25 110 3500
32 69 30
62 102 9000
128 144 3500
17 30 9000
28 112 3500
3 11 10000
37 154 3500
38 170 9000
82 105 3500
9 76 9000
34 130 30
13 46 3500
11 118 9000
26 163 3500
100 127 30
64 167 30
65 116 3500
9 127 9000
29 35 10000
16 132 9000
23 103 30
97 115 30
95 115 9000
0 49 30
121 147 3500
143 174 3500
14 128 3500
44 131 3500
105 126 9000
22 51 9000
108 114 10000
36 143 30
104 123 9000
68 84 9000
15 82 9000
36 39 10000
3 94 9000
111 124 3500
66 148 9000
74 101 9000
94 98 3500
72 105 3500
14 15 20
34 167 3500
29 81 3500
63 155 30
1 42 9000
31 165 3500
57 96 3500
83 168 9000
87 177 3500
70 124 3500
28 60 9000
62 171 30
7 169 9000
46 57 3500
32 149 3500
29 163 3500
25 142 30
6 82 30
77 105 9000
43 86 3500
69 173 9000
102 154 30
124 133 3500
84 91 10000
6 109 30
18 119 3500
90 170 3500
18 33 3500
17 95 9000
52 83 30
122 133 3500
97 140 3500
163 171 3500
14 69 9000
84 85 20
22 132 3500
132 147 9000
123 146 9000
107 150 9000
95 144 3500
94 178 3500
155 163 3500
92 140 9000
110 153 9000
157 161 10000
92 122 9000
29 139 30
23 126 9000
1 151 30
112 122 3500
65 105 3500
68 155 30
8 167 30
65 139 3500
3 31 9000
78 144 3500
84 135 9000
75 119 3500
100 157 3500
33 54 9000
131 150 3500
16 84 9000
58 73 30
122 144 3500
33 74 9000
92 164 9000
28 44 3500
42 164 30
52 118 9000
23 59 3500
25 112 3500
67 172 9000
4 28 30
63 140 3500
24 74 3500
59 88 9000
50 160 3500
5 6 0
121 131 10000
24 151 9000
23 125 9000
79 128 9000
20 81 30
2 50 30
44 158 30
88 154 3500
117 168 9000
49 89 9000
34 119 9000
66 92 3500
30 123 9000
58 116 30
53 125 9000
75 128 30
94 175 3500
128 140 9000
68 99 3500
46 123 3500
157 158 0
18 159 9000
75 102 9000
84 95 0
130 138 3500
41 91 9000
24 96 30
23 110 3500
25 154 3500
1 2 0
64 67 10000
79 86 3500
31 148 3500
41 121 3500
22 60 9000
82 87 3500
3 91 3500
7 85 3500
24 81 3500
52 120 30
3 115 30
92 109 30
48 171 3500
177 179 10000
24 63 9000
105 111 9000
86 107 3500
103 136 9000
70 93 9000
134 171 3500
25 151 9000
7 155 9000
47 130 9000
100 139 9000
96 120 30
39 128 3500
24 36 9000
70 115 3500
137 151 30
54 80 30
71 93 9000
54 94 9000
9 72 3500
105 175 9000
19 55 3500
46 165 9000
172 175 10000
133 153 9000
101 111 9000
82 131 30
3 165 9000
46 47 20
54 146 30
3 152 30
118 153 3500
27 158 9000
8 81 30
10 98 30
2 65 30
41 168 9000
5 144 9000
36 179 3500
77 177 9000
28 68 30
161 177 3500
40 61 30
20 140 9000
129 159 30
118 167 9000
7 69 3500
131 153 3500
113 143 3500
96 124 30
81 116 9000
54 168 9000
29 172 9000
108 126 3500
15 54 9000
1 36 3500
33 86 9000
125 171 9000
133 175 3500
95 164 9000
78 172 30
86 94 10000
85 122 3500
96 115 30
132 135 10000
45 74 9000
103 113 9000
74 142 9000
145 170 3500
110 139 9000
141 150 30
11 145 9000
16 173 30
83 115 3500
135 176 3500
45 164 30
11 97 3500
52 151 9000
32 135 9000
86 105 9000
100 118 9000
82 162 3500
79 117 3500
56 126 9000
27 147 3500
13 92 30
83 154 3500
54 135 9000
43 170 3500
2 143 30
71 89 3500
78 161 3500
39 100 9000
66 179 30
37 62 9000
164 176 9000
24 174 9000
22 26 3500
98 121 9000
33 162 3500
167 175 3500
49 129 30
36 172 9000
58 178 3500
59 106 9000
3 126 9000
100 171 3500
24 49 9000
117 154 3500
165 166 0
44 110 9000
42 44 10000
48 147 9000
38 119 30
75 144 9000
75 166 3500
22 54 3500
50 123 9000
67 108 3500
1 33 3500
62 63 20
20 92 9000
100 141 3500
74 112 3500
1 27 3500
12 111 3500
73 91 3500
57 115 9000
88 165 9000
24 29 10000
30 95 30
17 102 9000
14 58 3500
64 97 9000
127 149 9000
134 172 9000
3 33 3500
19 27 3500
43 167 30
39 49 3500
66 127 9000
136 156 3500
46 115 30
13 55 3500
25 47 9000
54 171 3500
93 131 3500
58 160 9000
38 146 3500
1 172 9000
30 109 3500
25 103 30
46 68 9000
8 137 30
79 152 3500
94 126 3500
105 117 9000
67 104 3500
106 149 9000
17 65 9000
15 117 3500
59 131 30
141 178 3500
146 150 10000
21 164 9000
79 107 3500
60 133 3500
89 118 9000
132 150 9000
68 102 9000
82 146 9000
18 115 3500
37 75 9000
80 115 3500
9 57 9000
91 148 9000
2 130 30
41 137 9000
25 41 3500
51 149 9000
80 114 3500
89 164 9000
8 113 30
58 174 9000
13 175 9000
11 156 9000
93 142 9000
91 144 3500
32 96 30
73 176 9000
42 161 9000
149 166 3500
96 154 9000
128 165 30
