180 8055
62 166 9000
52 85 9000
168 172 10000
56 57 20
149 150 0
49 70 9000
21 89 9000
1 90 9000
42 113 9000
76 95 3500
27 150 3500
43 154 3500
18 120 3500
107 128 9000
24 150 9000
6 147 30
76 175 30
68 113 3500
131 136 3500
149 172 9000
31 65 30
83 94 9000
18 102 9000
64 136 3500
41 122 9000
64 130 3500
20 83 9000
103 120 30
117 172 30
74 93 9000
39 124 9000
41 67 30
41 77 30
25 87 9000
80 137 9000
68 88 3500
26 73 3500
19 82 9000
153 163 3500
74 160 9000
5 68 3500
26 27 20
148 160 9000
73 108 9000
35 145 3500
31 100 9000
35 64 9000
0 114 30
7 50 3500
138 146 30
99 127 9000
26 45 9000
95 111 30
16 123 9000
136 169 3500
93 140 9000
34 72 9000
98 161 3500
85 163 9000
74 104 3500
2 113 30
18 83 9000
32 103 30
25 130 30
23 44 9000
3 123 9000
21 92 9000
60 145 30
64 150 9000
81 88 3500
35 65 9000
106 129 9000
4 53 30
17 155 9000
57 68 30
5 34 3500
111 142 3500
6 163 30
31 77 9000
90 125 9000
51 56 10000
47 120 9000
37 178 3500
72 153 9000
102 141 3500
33 129 9000
46 173 9000
7 39 9000
8 99 30
54 157 3500
32 102 30
89 116 9000
19 37 3500
41 105 9000
133 176 3500
16 107 9000
45 157 30
17 163 30
93 179 3500
1 70 9000
18 23 10000
59 160 9000
104 148 30
68 82 3500
135 137 10000
121 157 9000
51 104 9000
130 172 3500
64 175 9000
48 99 3500
4 146 30
21 116 3500
149 169 3500
60 91 3500
75 95 3500
114 160 3500
40 110 9000
29 134 9000
112 139 3500
42 79 30
118 141 3500
4 17 30
153 169 3500
47 85 9000
89 169 9000
58 59 20
5 76 3500
52 152 30
14 44 3500
104 142 3500
49 122 30
85 166 9000
101 110 9000
40 140 30
41 101 9000
23 122 3500
27 105 9000
133 134 0
26 50 3500
5 109 9000
11 109 9000
24 82 9000
40 49 3500
39 70 30
129 156 9000
8 33 30
108 176 9000
55 127 9000
6 165 30
2 83 30
121 128 10000
88 162 30
95 107 9000
79 169 30
74 90 3500
40 68 9000
40 43 10000
2 54 30
12 48 3500
47 108 30
37 161 9000
116 147 9000
20 112 9000
104 170 3500
65 150 9000
90 113 9000
83 162 3500
10 51 30
56 120 9000
53 150 9000
65 157 30
22 140 3500
8 131 30
120 166 9000
100 165 3500
38 40 10000
39 63 9000
16 42 9000
2 100 30
114 144 3500
74 80 10000
75 140 9000
60 124 3500
7 98 3500
13 27 3500
18 134 3500
1 5 10000
19 91 30
130 159 9000
67 164 30
1 93 3500
103 152 9000
63 99 3500
29 32 10000
12 73 9000
56 112 9000
83 129 30
13 24 9000
109 165 3500
12 145 30
8 87 30
47 63 9000
45 120 3500
129 150 3500
117 144 3500
62 169 30
13 170 9000
109 161 3500
37 97 30
23 71 9000
121 176 3500
42 156 30
24 50 3500
72 86 3500
68 145 30
90 158 9000
96 149 9000
105 164 3500
133 162 3500
129 154 3500
109 176 9000
56 165 3500
29 94 30
81 148 3500
1 68 3500
22 96 9000
13 37 3500
38 110 9000
8 45 30
11 144 9000
77 159 3500
89 141 9000
52 94 9000
68 119 3500
143 162 3500
20 106 9000
53 143 3500
24 105 9000
5 88 3500
12 169 9000
14 20 10000
58 124 9000
40 101 9000
98 168 3500
59 98 3500
76 141 30
0 112 30
54 156 3500
35 170 9000
58 115 9000
108 116 10000
58 177 3500
70 94 3500
54 93 9000
102 146 9000
10 48 30
25 129 9000
20 70 3500
26 29 10000
84 176 9000
41 46 10000
8 159 30
169 176 10000
108 131 9000
69 163 9000
12 143 3500
37 128 3500
40 99 9000
148 171 3500
147 149 10000
42 75 9000
21 131 9000
36 145 3500
170 171 20
13 104 30
91 158 9000
8 179 30
73 77 10000
88 114 9000
145 179 9000
64 70 10000
97 134 3500
20 89 9000
19 58 9000
66 121 3500
172 177 10000
21 72 9000
86 103 3500
29 95 30
103 160 9000
38 84 3500
78 134 30
139 142 10000
52 114 9000
145 148 10000
78 85 3500
39 120 3500
17 178 30
66 77 9000
28 40 9000
49 101 3500
56 133 3500
4 76 30
106 124 30
64 71 10000
114 169 9000
159 170 9000
34 58 9000
53 158 9000
126 169 3500
54 69 30
85 104 3500
36 108 30
104 145 30
4 67 30
2 155 30
154 159 3500
29 93 9000
29 83 3500
36 42 10000
19 136 3500
39 40 0
99 104 10000
27 64 30
116 161 9000
10 134 30
96 99 10000
37 132 30
66 122 3500
67 125 9000
4 58 30
76 90 9000
98 101 10000
13 173 9000
85 159 9000
27 98 9000
31 52 3500
90 160 30
73 143 30
49 146 9000
17 139 3500
14 101 30
54 127 9000
14 61 3500
69 87 3500
3 65 3500
120 122 10000
136 141 10000
26 55 9000
17 124 3500
168 179 0
78 81 10000
128 130 10000
8 35 30
23 26 3500
29 132 30
141 168 3500
39 158 30
65 94 3500
94 131 9000
72 132 30
34 154 3500
16 48 9000
96 104 10000
22 172 9000
4 52 30
92 173 9000
76 159 3500
132 155 9000
81 139 9000
152 165 9000
51 175 3500
23 127 9000
14 164 9000
54 140 9000
57 173 3500
71 173 9000
55 154 30
47 75 9000
7 67 9000
88 172 3500
22 161 30
127 145 3500
47 178 3500
39 114 30
21 140 9000
101 119 9000
121 167 9000
14 16 10000
9 171 30
78 128 9000
44 138 9000
7 82 3500
20 47 9000
4 108 30
80 84 3500
58 150 9000
8 111 30
64 85 3500
5 118 9000
111 146 9000
76 127 9000
39 159 30
21 112 9000
44 179 3500
86 164 9000
69 137 9000
45 106 30
8 80 30
74 116 9000
126 149 9000
91 172 3500
64 143 9000
30 106 9000
61 140 9000
17 146 9000
49 174 9000
119 133 9000
2 39 30
125 129 10000
133 142 10000
85 103 3500
78 94 3500
1 110 9000
6 38 30
59 109 30
28 114 3500
70 152 30
21 137 3500
13 121 3500
15 57 3500
24 173 9000
4 15 30
27 77 3500
54 111 9000
118 136 3500
65 156 30
5 70 3500
98 111 9000
37 126 3500
24 108 9000
98 133 3500
42 111 9000
144 149 10000
7 47 3500
64 178 30
103 169 9000
79 176 9000
86 174 9000
24 68 9000
98 178 3500
127 174 3500
38 90 3500
38 123 3500
13 119 9000
75 110 9000
4 118 30
138 178 3500
64 103 3500
58 74 30
112 119 10000
43 175 3500
111 127 3500
126 144 3500
22 87 30
32 53 9000
122 158 30
73 140 30
60 97 3500
106 160 3500
53 98 3500
92 166 30
51 123 9000
30 139 30
43 101 9000
23 63 3500
147 173 3500
40 42 10000
54 178 9000
48 133 9000
64 158 30
74 91 3500
91 109 9000
47 143 30
73 172 9000
74 145 9000
117 124 3500
17 25 3500
28 172 9000
24 48 9000
108 117 10000
97 175 3500
41 126 3500
17 177 9000
1 78 3500
27 95 9000
31 40 9000
54 167 3500
160 171 3500
70 116 3500
11 22 9000
14 71 3500
78 133 30
66 96 9000
93 121 3500
81 107 3500
32 86 9000
4 173 30
101 163 9000
6 132 30
28 143 30
25 83 9000
129 169 3500
136 146 30
134 179 3500
15 154 30
71 153 30
57 171 9000
103 126 30
50 72 9000
9 68 9000
110 158 3500
28 32 10000
20 166 9000
57 162 3500
9 83 3500
66 117 3500
86 149 3500
16 40 9000
79 96 3500
55 104 3500
61 155 30
109 162 3500
68 109 3500
79 84 3500
64 108 3500
39 111 9000
20 114 9000
22 53 3500
88 126 9000
69 89 3500
55 166 3500
58 70 9000
30 49 3500
81 170 9000
128 134 9000
16 113 3500
100 177 3500
68 110 9000
59 168 3500
54 60 30
28 177 30
91 107 3500
86 102 3500
42 102 9000
51 122 9000
1 40 9000
12 36 3500
36 85 9000
45 101 9000
101 114 9000
79 154 3500
29 76 9000
24 78 3500
42 68 9000
79 101 3500
6 63 30
31 145 3500
18 139 3500
39 61 30
19 28 9000
69 145 30
46 171 3500
13 81 9000
97 158 9000
135 179 3500
4 178 30
35 130 30
8 123 30
24 176 9000
3 84 9000
63 84 9000
53 95 9000
125 143 3500
7 141 9000
92 178 3500
4 110 30
15 64 3500
120 178 9000
76 78 10000
87 170 3500
14 85 9000
154 179 9000
16 20 10000
111 179 9000
46 54 3500
119 120 9000
31 150 3500
34 137 30
46 59 9000
21 83 9000
7 173 30
89 130 3500
14 74 30
1 64 3500
83 156 3500
89 100 9000
36 111 9000
22 125 9000
146 168 3500
105 161 3500
87 96 3500
3 150 30
112 114 10000
93 166 30
44 156 30
16 78 30
7 148 9000
4 130 30
38 54 3500
107 125 30
65 67 10000
28 146 9000
23 36 3500
27 31 10000
31 49 3500
75 82 10000
52 65 9000
26 139 9000
157 167 10000
55 128 30
32 45 9000
17 121 3500
14 178 30
56 67 9000
43 149 3500
19 21 10000
155 159 3500
17 29 9000
44 169 3500
46 60 9000
90 127 9000
23 96 9000
71 77 3500
82 101 3500
29 131 9000
77 172 30
74 144 9000
112 170 30
63 152 30
17 52 3500
152 155 10000
49 114 9000
65 111 3500
133 135 10000
170 175 10000
74 126 9000
165 174 3500
139 158 3500
112 126 9000
15 110 3500
51 141 3500
42 69 9000
22 151 30
20 34 3500
54 142 3500
54 170 3500
114 145 3500
13 106 9000
51 111 30
40 119 9000
29 111 9000
2 102 30
65 135 3500
27 35 10000
74 79 10000
46 96 30
157 175 3500
45 162 9000
50 52 10000
60 126 3500
113 117 10000
15 137 3500
14 150 30
92 171 3500
60 156 30
10 126 30
103 167 3500
95 156 9000
55 168 9000
50 80 9000
16 45 3500
34 112 3500
7 76 3500
47 51 3500
56 98 9000
56 92 30
77 94 3500
12 133 3500
68 148 9000
7 44 9000
77 166 9000
27 38 9000
46 82 30
32 91 9000
63 71 10000
3 66 3500
119 146 3500
36 101 9000
54 116 9000
11 77 3500
28 98 9000
73 92 3500
68 135 3500
41 176 3500
30 67 30
42 93 3500
24 100 30
48 163 9000
18 68 3500
50 112 9000
83 146 9000
9 159 9000
27 51 3500
126 141 3500
29 145 3500
104 120 9000
46 79 30
61 156 30
10 14 30
8 88 30
50 148 9000
1 26 3500
118 122 3500
13 91 30
20 31 3500
67 127 9000
0 178 30
50 100 3500
78 131 9000
43 72 30
38 163 9000
59 75 30
35 92 9000
89 171 3500
176 178 10000
20 29 3500
87 108 30
4 68 30
66 91 9000
11 79 3500
31 125 9000
138 172 3500
91 119 9000
37 138 9000
102 134 3500
58 75 30
92 116 30
18 56 3500
83 165 9000
52 129 30
35 61 9000
27 94 9000
120 149 3500
62 136 9000
32 131 30
115 128 3500
5 162 30
24 56 3500
46 91 3500
138 173 3500
38 60 30
150 156 3500
18 150 9000
105 125 9000
95 127 3500
29 77 9000
120 146 3500
61 82 9000
61 146 30
58 93 30
30 124 9000
51 60 30
34 41 3500
7 110 30
88 101 9000
84 164 9000
94 162 9000
30 85 30
0 150 30
33 154 9000
159 178 3500
11 83 9000
31 111 9000
12 159 9000
62 134 3500
57 81 9000
95 143 30
3 146 30
20 142 3500
58 69 9000
102 169 9000
27 59 3500
38 161 9000
14 137 3500
57 157 9000
9 80 3500
3 5 10000
41 103 9000
33 69 30
33 127 30
89 143 30
41 139 9000
85 98 3500
72 102 3500
35 152 3500
47 113 30
19 160 30
28 30 10000
54 163 3500
147 169 3500
54 91 9000
60 176 9000
77 86 3500
27 174 9000
18 79 30
51 108 30
31 149 3500
9 15 9000
10 36 30
102 136 9000
73 168 9000
71 79 3500
6 178 30
10 167 30
53 55 10000
0 136 30
22 27 3500
134 178 3500
108 173 9000
23 35 9000
134 147 30
16 147 9000
97 103 10000
145 169 9000
125 169 3500
10 158 30
95 160 9000
27 152 3500
10 100 30
45 177 9000
54 110 9000
59 139 3500
3 108 9000
101 126 30
20 86 9000
21 129 3500
80 151 3500
54 103 9000
31 38 3500
53 126 9000
42 51 3500
17 169 30
85 110 30
6 69 30
100 148 30
123 141 9000
122 157 9000
92 136 9000
44 116 9000
133 145 9000
140 160 3500
14 55 9000
85 170 9000
25 78 3500
67 83 3500
33 101 30
104 117 9000
19 123 9000
21 156 9000
9 48 3500
106 144 9000
156 158 10000
92 146 3500
52 66 9000
11 107 3500
47 86 3500
56 70 30
67 103 3500
1 106 3500
47 121 9000
64 76 9000
27 101 30
75 150 3500
43 109 9000
55 138 3500
119 140 3500
6 140 30
38 47 10000
5 122 30
42 84 3500
28 137 30
30 127 9000
51 125 9000
5 53 3500
51 106 3500
75 91 3500
10 160 30
63 65 10000
112 144 3500
11 126 30
55 149 9000
71 146 30
49 171 3500
18 169 30
73 179 9000
30 142 30
63 95 9000
77 143 30
41 104 9000
135 174 9000
18 112 3500
18 84 9000
39 98 30
66 176 30
64 65 20
50 74 9000
107 155 9000
0 158 30
86 119 30
124 151 9000
24 146 3500
41 56 3500
89 160 30
73 139 9000
81 153 3500
91 156 30
136 158 3500
99 108 30
43 147 9000
30 146 9000
102 177 3500
107 131 30
84 156 9000
10 170 30
65 120 3500
18 127 3500
77 90 9000
45 151 3500
5 31 3500
54 75 30
45 108 30
57 77 9000
92 124 3500
78 177 9000
130 141 3500
45 121 3500
12 167 30
21 117 3500
144 171 3500
161 168 3500
2 5 10000
56 158 3500
108 149 3500
146 149 10000
29 38 3500
1 136 30
30 133 30
27 89 9000
84 101 3500
80 174 30
11 50 3500
51 155 30
117 169 9000
57 150 9000
75 132 9000
42 67 30
98 108 30
26 60 9000
19 85 9000
35 144 3500
30 129 9000
1 170 9000
124 179 3500
67 143 9000
36 56 3500
98 165 3500
9 98 9000
84 88 10000
50 124 9000
5 52 3500
65 82 3500
3 60 3500
27 170 30
71 166 30
12 45 9000
5 19 9000
120 150 3500
42 105 9000
35 79 3500
13 178 9000
112 128 3500
147 164 9000
34 74 3500
44 76 9000
127 167 9000
58 87 30
19 119 3500
130 162 9000
7 11 10000
99 168 3500
20 129 3500
10 92 30
90 97 3500
18 59 9000
90 147 3500
8 130 30
110 163 9000
7 122 30
20 128 3500
111 155 3500
91 159 9000
156 167 0
120 171 3500
14 96 9000
76 167 9000
15 175 30
121 155 9000
157 174 3500
47 80 9000
29 158 3500
32 98 9000
67 157 30
23 90 30
90 142 30
79 123 9000
97 113 30
81 164 3500
55 69 30
23 166 30
140 165 9000
15 134 9000
5 154 9000
25 177 9000
140 173 9000
61 121 3500
1 123 30
6 80 30
13 64 3500
0 100 30
151 158 3500
56 121 9000
136 155 9000
8 24 30
16 74 30
4 132 30
29 98 9000
70 161 9000
2 125 30
1 54 9000
31 177 30
47 58 9000
10 37 30
36 139 9000
76 80 10000
11 178 9000
112 174 30
17 96 9000
55 106 3500
33 53 9000
43 137 9000
57 128 9000
121 144 9000
1 147 30
71 104 9000
4 98 30
14 146 9000
96 135 3500
20 76 30
4 50 30
34 160 9000
64 153 9000
169 170 0
58 107 9000
28 50 9000
0 110 30
49 87 30
30 165 3500
50 87 30
124 172 3500
35 177 9000
107 111 9000
34 77 3500
88 155 3500
22 74 9000
25 51 3500
102 116 9000
35 174 9000
27 159 9000
31 56 9000
0 99 30
59 97 9000
128 152 9000
12 65 3500
128 142 3500
28 130 9000
118 159 3500
27 173 9000
40 166 30
83 153 9000
87 174 9000
2 153 30
29 117 9000
103 157 3500
73 121 30
62 79 3500
20 167 9000
121 133 9000
44 117 9000
55 77 9000
160 175 9000
59 110 30
22 37 3500
146 173 3500
13 129 3500
138 144 9000
94 114 9000
90 92 10000
41 110 9000
10 46 30
8 115 30
122 173 9000
104 132 3500
13 28 3500
14 123 3500
85 134 9000
123 129 10000
20 173 30
36 135 30
3 53 3500
30 87 9000
107 179 3500
50 179 3500
12 25 9000
56 87 30
16 58 9000
17 26 3500
37 122 3500
54 64 9000
29 51 9000
66 74 3500
59 96 9000
89 178 9000
142 168 9000
69 168 30
83 125 9000
30 42 9000
108 142 9000
79 159 3500
20 90 9000
3 13 3500
77 168 30
14 38 3500
47 149 9000
48 70 9000
11 96 3500
47 169 3500
26 159 9000
0 81 30
5 46 3500
17 140 3500
28 38 3500
56 174 3500
122 131 10000
9 37 9000
71 160 9000
71 101 3500
85 137 30
29 165 3500
108 165 3500
130 151 3500
78 158 3500
70 175 9000
19 127 3500
115 138 3500
66 101 3500
36 151 9000
28 175 9000
149 151 10000
56 167 9000
8 68 30
60 114 3500
47 97 30
58 106 9000
34 142 30
117 178 9000
93 117 30
76 151 9000
8 79 30
61 136 3500
59 92 30
71 143 3500
142 169 9000
32 166 3500
52 157 3500
43 163 9000
102 167 3500
18 60 3500
130 137 3500
31 73 3500
2 8 10000
141 151 30
12 46 3500
26 38 9000
127 162 30
5 67 9000
42 95 3500
92 111 30
99 118 30
25 156 3500
96 178 3500
6 85 30
65 161 9000
35 73 9000
51 146 30
16 115 3500
162 175 9000
50 115 9000
98 104 10000
13 29 3500
85 165 9000
48 160 9000
126 139 9000
71 113 3500
77 126 9000
14 152 9000
33 97 30
35 41 3500
7 14 3500
55 143 3500
62 129 3500
4 96 30
57 90 9000
22 110 3500
71 162 9000
17 48 9000
52 96 3500
25 73 9000
59 145 9000
144 166 9000
55 59 10000
42 97 9000
4 83 30
118 174 9000
27 107 30
52 72 30
86 177 3500
65 176 30
61 89 3500
1 95 3500
77 164 3500
146 164 9000
13 131 3500
60 155 30
83 91 3500
90 138 30
113 123 3500
129 134 9000
88 128 3500
14 112 9000
74 92 9000
28 121 9000
90 149 9000
5 51 3500
97 155 9000
51 150 9000
49 76 9000
11 14 3500
15 84 9000
109 113 10000
78 121 9000
115 163 3500
79 126 9000
102 103 20
44 90 3500
29 141 9000
18 71 3500
133 159 3500
19 161 30
66 131 3500
70 108 9000
115 147 3500
37 100 9000
168 176 10000
139 164 3500
164 166 10000
99 150 30
63 153 30
116 168 9000
80 141 9000
57 123 9000
20 51 3500
145 146 0
43 121 3500
58 162 9000
123 176 3500
116 118 10000
14 28 3500
0 172 30
60 134 9000
49 93 30
103 142 3500
20 146 9000
80 111 9000
55 108 9000
73 94 9000
69 111 9000
53 129 30
32 42 3500
128 135 9000
110 157 3500
14 155 30
15 152 9000
15 81 30
18 165 9000
1 113 9000
35 91 30
136 137 20
134 163 3500
38 76 9000
41 160 9000
15 164 9000
51 64 9000
65 137 3500
2 47 30
76 174 30
121 174 3500
17 142 9000
4 42 30
44 127 9000
121 170 3500
97 170 9000
125 163 30
31 58 3500
125 157 9000
55 174 3500
89 150 9000
24 136 30
55 95 9000
21 75 30
11 125 30
3 163 9000
50 173 3500
85 139 30
121 164 9000
7 45 9000
86 151 3500
89 140 9000
72 134 30
61 87 9000
63 110 9000
11 106 3500
89 161 30
70 105 9000
36 164 9000
37 135 30
41 58 3500
3 92 3500
130 158 9000
46 118 30
112 123 3500
13 103 30
64 105 3500
47 101 9000
64 169 30
140 179 3500
94 158 9000
17 112 3500
56 153 30
112 160 3500
28 85 30
23 38 9000
43 168 9000
119 131 9000
21 90 9000
30 152 9000
121 154 9000
0 120 30
75 172 30
14 176 9000
57 62 30
48 152 9000
7 54 3500
43 111 9000
44 145 9000
38 66 30
22 147 9000
15 91 9000
36 99 30
22 82 9000
83 92 3500
73 157 3500
113 172 30
122 150 3500
129 133 3500
7 95 3500
7 32 9000
11 15 3500
84 163 9000
49 125 9000
45 81 9000
128 148 3500
42 58 3500
80 139 9000
18 95 9000
41 158 30
94 160 9000
121 158 9000
123 170 3500
139 154 9000
8 102 30
60 74 3500
39 50 9000
46 83 30
19 90 30
57 130 9000
13 154 30
46 141 30
14 76 30
3 24 3500
39 178 3500
25 113 3500
119 173 9000
75 114 3500
6 172 30
44 149 3500
108 152 3500
9 78 9000
37 108 30
147 161 3500
14 77 30
101 148 30
43 50 3500
96 173 3500
34 162 9000
15 139 3500
53 140 9000
64 155 9000
12 80 9000
138 163 9000
68 174 9000
73 82 10000
80 169 30
137 171 9000
25 85 30
58 122 30
53 160 3500
57 82 9000
96 177 9000
25 111 3500
7 152 9000
33 68 30
19 158 9000
98 126 9000
114 154 3500
15 158 9000
32 159 9000
5 84 3500
71 117 3500
89 153 3500
45 129 3500
23 177 9000
17 162 30
148 152 10000
74 113 3500
33 50 3500
9 153 30
13 32 3500
92 152 3500
84 157 9000
38 57 9000
56 103 3500
22 83 9000
35 98 9000
5 126 30
2 116 30
144 179 9000
21 50 3500
41 157 30
96 108 30
10 16 30
90 114 9000
21 80 30
105 147 9000
5 131 9000
150 151 20
69 149 9000
3 12 3500
5 65 9000
69 82 3500
66 120 3500
115 178 9000
23 140 3500
44 163 9000
9 55 3500
99 160 3500
27 50 3500
44 49 3500
58 100 3500
1 22 9000
15 123 3500
162 168 3500
88 161 30
66 138 3500
59 172 9000
61 158 30
77 81 10000
82 153 9000
24 112 3500
47 107 30
101 129 9000
119 163 3500
151 162 9000
43 161 9000
40 148 3500
31 94 30
5 47 3500
51 67 9000
160 168 3500
131 154 9000
92 105 9000
48 146 9000
95 117 30
61 128 9000
104 137 3500
52 76 9000
118 163 3500
100 135 3500
74 94 3500
80 87 9000
19 135 3500
58 99 3500
35 96 30
17 166 30
132 166 9000
5 153 9000
95 146 9000
60 136 3500
37 118 30
119 132 9000
51 115 9000
8 28 30
72 118 9000
19 25 3500
21 123 3500
109 171 9000
88 130 3500
6 66 30
16 57 3500
59 66 9000
29 115 3500
82 175 9000
25 99 9000
100 161 9000
25 158 3500
50 51 20
139 148 30
12 156 30
6 9 10000
5 92 9000
6 104 30
65 179 30
42 53 9000
135 141 10000
67 69 10000
71 131 3500
38 86 9000
0 117 30
36 118 30
57 98 9000
7 136 9000
121 166 9000
56 139 9000
50 158 3500
98 127 9000
16 126 3500
76 93 3500
114 129 3500
7 56 3500
172 179 10000
13 160 30
2 156 30
168 177 10000
116 140 3500
81 167 3500
150 173 9000
12 110 3500
70 104 9000
33 39 9000
23 130 3500
6 148 30
95 122 3500
58 147 9000
75 160 9000
0 154 30
82 150 3500
49 80 30
17 159 9000
37 104 30
63 172 9000
128 133 3500
17 27 3500
13 143 3500
32 157 3500
4 51 30
90 122 3500
4 10 10000
65 133 9000
108 153 3500
87 166 30
120 174 3500
11 176 9000
45 147 3500
5 99 3500
22 107 9000
98 142 3500
98 177 3500
124 160 30
58 77 9000
94 138 30
94 146 9000
120 159 9000
47 172 9000
80 122 30
56 175 3500
115 155 3500
88 160 30
83 118 9000
9 42 3500
0 82 30
75 108 3500
127 164 30
6 58 30
58 76 9000
7 168 9000
16 138 3500
36 133 30
61 165 30
35 95 30
91 179 9000
14 32 9000
141 163 3500
47 118 30
19 23 10000
120 139 3500
26 49 3500
68 100 9000
35 149 9000
4 107 30
51 77 9000
51 83 9000
44 53 3500
24 69 9000
27 49 3500
31 119 3500
14 59 3500
38 113 30
4 86 30
10 65 30
35 126 30
75 115 3500
12 20 10000
107 109 30
129 170 3500
27 134 9000
76 172 30
21 69 9000
35 46 9000
67 84 3500
21 170 9000
29 166 9000
152 161 3500
131 167 9000
52 125 9000
3 134 30
77 103 3500
55 158 9000
55 63 30
37 67 9000
1 100 9000
39 153 3500
162 170 3500
16 65 9000
132 169 9000
29 167 9000
52 143 3500
121 123 10000
96 155 9000
23 157 30
6 152 30
58 109 30
40 47 10000
30 91 30
19 121 3500
44 174 3500
24 84 30
66 172 9000
45 68 9000
154 176 3500
16 127 3500
122 167 9000
48 112 9000
11 23 9000
60 81 3500
14 177 9000
56 86 30
116 151 3500
81 154 9000
41 60 30
48 77 9000
16 96 9000
137 165 3500
0 121 30
94 159 9000
61 131 3500
46 73 30
64 137 3500
100 119 9000
26 143 9000
11 92 3500
110 175 30
67 102 3500
17 97 9000
165 172 3500
106 153 9000
17 38 3500
90 153 3500
1 139 30
82 102 3500
5 160 30
59 83 30
60 85 3500
19 69 3500
29 75 3500
84 121 9000
47 119 30
19 80 30
35 102 30
47 140 30
4 8 10000
31 32 0
20 66 3500
12 14 10000
29 106 9000
27 171 30
105 118 30
84 179 3500
78 126 9000
19 22 10000
110 167 3500
15 153 9000
72 171 9000
77 158 3500
37 120 9000
29 50 9000
96 109 30
161 176 3500
90 178 9000
72 159 9000
40 129 9000
119 168 9000
110 128 9000
51 53 10000
128 141 9000
43 118 9000
1 179 9000
132 156 9000
78 142 30
62 125 3500
78 143 30
99 169 3500
112 175 30
38 136 9000
64 81 3500
56 63 30
101 174 3500
23 105 30
124 142 3500
48 104 3500
137 169 3500
5 44 9000
30 52 3500
23 107 9000
11 46 3500
92 163 30
29 36 3500
108 144 9000
51 170 9000
115 159 9000
83 139 9000
64 116 3500
77 138 9000
18 161 30
69 120 9000
8 59 30
3 15 9000
4 35 30
86 118 30
51 159 3500
7 48 9000
17 56 3500
68 92 3500
94 115 9000
36 62 9000
116 137 9000
11 47 3500
35 71 9000
11 169 9000
26 146 3500
70 156 30
84 103 3500
61 110 3500
28 47 3500
72 162 3500
30 90 30
20 164 9000
117 151 3500
61 160 9000
33 145 9000
149 171 3500
48 74 30
118 119 20
27 130 30
72 146 9000
67 166 30
89 144 3500
6 137 30
12 116 3500
104 146 9000
77 99 9000
48 137 3500
37 148 9000
30 117 9000
23 61 9000
80 144 9000
49 51 10000
67 145 9000
82 90 3500
75 177 9000
1 155 9000
3 142 9000
2 89 30
71 110 3500
148 178 3500
23 29 3500
165 179 3500
30 105 9000
63 116 9000
121 169 9000
66 153 9000
116 173 30
35 134 9000
74 105 3500
69 153 30
49 56 10000
126 136 9000
2 99 30
22 65 3500
56 147 30
122 142 3500
35 119 9000
36 123 3500
32 67 30
0 104 30
47 142 30
53 94 9000
142 146 9000
103 137 9000
3 40 3500
44 128 3500
94 127 3500
29 67 30
83 110 3500
78 174 30
151 168 3500
11 18 3500
20 105 30
149 159 3500
56 77 9000
49 177 3500
115 150 9000
0 54 30
16 24 3500
109 178 9000
1 99 3500
24 54 3500
35 157 3500
47 111 9000
95 148 3500
11 165 30
10 39 30
4 13 30
121 138 3500
99 146 9000
132 149 9000
53 85 9000
14 113 9000
63 129 3500
40 138 9000
133 156 9000
26 58 3500
49 78 9000
108 172 9000
91 121 3500
22 32 3500
53 142 3500
4 169 30
17 82 9000
36 142 30
72 91 3500
64 151 9000
97 146 9000
74 149 3500
2 86 30
62 177 30
83 138 9000
102 173 3500
4 39 30
102 133 3500
127 169 3500
1 62 3500
62 101 9000
136 144 9000
47 89 3500
28 104 9000
32 160 3500
25 65 9000
38 94 3500
94 176 9000
51 84 30
78 169 30
98 160 3500
4 75 30
54 55 20
95 140 9000
78 98 9000
126 166 9000
8 57 30
21 175 30
71 175 9000
127 134 3500
115 171 30
49 50 0
31 133 30
27 113 9000
54 139 3500
3 32 3500
67 86 3500
12 22 10000
23 58 3500
58 121 30
154 167 9000
47 131 9000
128 143 3500
3 45 3500
121 156 9000
73 98 3500
19 170 9000
10 174 30
39 115 30
21 147 9000
18 22 10000
123 169 3500
86 101 3500
11 108 9000
63 124 3500
62 142 3500
11 70 9000
102 121 30
92 103 3500
73 128 30
10 149 30
6 101 30
39 79 9000
62 170 30
93 113 9000
59 175 9000
6 60 30
149 167 3500
55 167 3500
16 176 9000
105 176 3500
133 150 9000
52 140 9000
66 165 30
65 78 9000
27 100 30
2 140 30
37 119 30
50 96 3500
32 132 9000
12 173 9000
10 122 30
20 85 9000
59 78 9000
66 83 3500
32 68 30
0 156 30
56 125 9000
10 77 30
113 126 9000
49 88 9000
26 129 9000
21 168 30
111 129 9000
46 89 3500
75 85 3500
75 111 9000
51 132 3500
70 71 20
160 165 10000
23 60 9000
21 160 9000
40 66 30
22 62 3500
136 160 9000
53 105 3500
63 112 3500
26 125 30
23 54 3500
131 139 3500
81 122 30
33 161 3500
73 156 3500
30 168 30
0 1 20
49 138 3500
115 139 3500
3 88 3500
35 113 3500
76 138 9000
12 96 9000
136 176 9000
20 39 3500
1 4 10000
25 93 9000
147 167 3500
45 171 9000
78 115 9000
60 117 3500
107 123 9000
7 53 3500
50 120 9000
42 175 3500
37 129 3500
41 134 30
3 156 9000
34 65 9000
8 47 30
46 48 9000
13 31 3500
53 174 3500
104 155 30
49 68 9000
72 79 10000
8 122 30
96 130 30
124 162 30
124 129 10000
151 172 9000
